Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,BSA,Budget SubActivity (BSA) Title,Budget Line Item,Budget Line Item (BLI) Title,Cost Type,Cost Type Title,FY 2024 Actuals Quantity,FY 2024 Actuals Amount,FY 2025 Enacted Quantity,FY 2025 Enacted Amount,FY 2026 Disc Request Quantity,FY 2026 Disc Request Amount,FY 2026 Reconciliation Request Quantity,FY 2026 Reconciliation Request Amount,FY 2026 Total Quantity,FY 2026 Total Amount
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,170,05,Other,8164,Next Generation Enterprise Service,A,Weapon System Cost,,"178,868",,"130,100",,"185,755",,,,"185,755"
1810N,"Other Procurement, Navy",N,07,Personnel and command support equipment,171,05,Other,8645,Cyberspace Activities,A,Weapon System Cost,,"14,161",,"2,195",,"5,446",,,,"5,446"
1810N,"Other Procurement, Navy",,07,,999,99,Classified Programs,9999999999,Classified Programs,,,,"17,990",,"16,134",,"41,991",,,,"41,991"
1810N,"Other Procurement, Navy",N,08,Spares and repair parts,176,01,Spares and Repair Parts,9020,Spares and Repair Parts,A,Weapon System Cost,,"736,770",,"705,144",,"585,865",,"297,765",,"883,630"
1810N,"Other Procurement, Navy",N,08,Spares and repair parts,177,01,Spares and Repair Parts,9021,VIRGINIA Class (VACL) Spares and Repair parts,A,Weapon System Cost,,"478,691",,,,,,,,
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,1,01,Tracked Combat Vehicles,2021,AAV7A1 PIP,A,Weapon System Cost,,"3,353",,"2,773",,21,,,,21
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,2,01,Tracked Combat Vehicles,2025,Amphibious Combat Vehicle Family of Vehicles,A,Weapon System Cost,80,"545,109",80,"810,276",91,"790,789",,,91,"790,789"
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,3,01,Tracked Combat Vehicles,2038,LAV PIP,A,Weapon System Cost,,"35,852",,761,,764,,,,764
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,4,02,Artillery and Other Weapons,2185,155mm Lightweight Towed Howitzer,A,Weapon System Cost,,489,,"1,823",,3,,,,3
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,5,02,Artillery and Other Weapons,2212,Artillery Weapons System,A,Weapon System Cost,,"160,060",,"140,893",,"221,897",,,,"221,897"
1109N,"Procurement, Marine Corps",N,02,Weapons and combat vehicles,6,02,Artillery and Other Weapons,2220,Weapons and Combat Vehicles Under $5 Million,A,Weapon System Cost,,"17,659",,"15,451",,"13,401",,,,"13,401"
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,10,01,Guided Missiles,2101,Tomahawk,A,Weapon System Cost,30,"93,648",22,"112,534",,,,,,
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,11,01,Guided Missiles,2292,Naval Strike Missile (NSM),A,Weapon System Cost,90,"169,726",90,"170,845",90,"169,874",,,90,"169,874"
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,11,01,Guided Missiles,2292,Naval Strike Missile (NSM),B,Less: Advance Procurement (PY),,,,"-26,163",,"-26,163",,,,"-26,163"
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,12,01,Guided Missiles,2292,Naval Strike Missile (NSM),C,Advance Procurement (CY),,"39,244",,"30,087",,"20,930",,,,"20,930"
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,13,01,Guided Missiles,3006,Ground Based Air Defense,A,Weapon System Cost,,"266,018",,"363,862",,"620,220",,,,"620,220"
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,14,01,Guided Missiles,3011,Anti-Armor Missile-Javelin,A,Weapon System Cost,,"672,570",123,"53,251",56,"32,576",,,56,"32,576"
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,15,01,Guided Missiles,3016,Family Anti-Armor Weapon Systems (FOAAWS),A,Weapon System Cost,,"32,610",,"9,521",,107,,,,107
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,16,01,Guided Missiles,3017,Anti-Armor Missile-TOW,A,Weapon System Cost,,"2,007",,"1,868",,"2,173",,,,"2,173"
1109N,"Procurement, Marine Corps",N,03,Guided missiles and equipment,17,01,Guided Missiles,3025,Guided MLRS Rocket (GMLRS),A,Weapon System Cost,48,"200,003",6,"1,584",6,"61,490",,,6,"61,490"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,21,04,Command and Control Systems,4644,Common Aviation Command and Control System (C,A,Weapon System Cost,,"72,214",,"84,764",,"68,589",,,,"68,589"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,22,07,Repair and Test Equipment,4181,Repair and Test Equipment,A,Weapon System Cost,,"52,090",,"64,290",,"61,264",,,,"61,264"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,23,09,Other Support (Tel),4652,Modification Kits,A,Weapon System Cost,,"1,782",,"1,559",,"1,108",,,,"1,108"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,24,14,Command and Control System (Non-Tel),4620,Items Under $5 Million (Comm & Elec),A,Weapon System Cost,,"120,766",,"221,212",,"202,679",,,,"202,679"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,25,14,Command and Control System (Non-Tel),4640,Air Operations C2 Systems,A,Weapon System Cost,,"18,714",,"20,385",,"15,784",,,,"15,784"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,27,15,Radar + Equipment (Non-Tel),4655,Ground/Air Task Oriented Radar (G/ATOR),A,Weapon System Cost,,"66,291",,"71,941",,"79,542",,,,"79,542"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,29,16,Intell/Comm Equipment (Non-Tel),4367,Electro Magnetic Spectrum Operations (EMSO),A,Weapon System Cost,,"133,117",,,,"35,396",,,,"35,396"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,30,16,Intell/Comm Equipment (Non-Tel),4616,GCSS-MC,A,Weapon System Cost,,"4,144",,"3,282",,"3,303",,,,"3,303"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,31,16,Intell/Comm Equipment (Non-Tel),4733,Fire Support System,A,Weapon System Cost,,"53,008",,"56,710",,"116,304",,,,"116,304"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,32,16,Intell/Comm Equipment (Non-Tel),4747,Intelligence Support Equipment,A,Weapon System Cost,,"135,062",,"102,575",,"67,690",,,,"67,690"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,34,16,Intell/Comm Equipment (Non-Tel),4757,Unmanned Air Systems (Intel),A,Weapon System Cost,,"46,951",,"50,593",,"14,991",,,,"14,991"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,35,16,Intell/Comm Equipment (Non-Tel),4767,DCGS-MC,A,Weapon System Cost,,"66,419",,"70,507",,"42,946",,,,"42,946"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,36,16,Intell/Comm Equipment (Non-Tel),4787,UAS Payloads,A,Weapon System Cost,,"19,088",,"12,225",,"12,232",,,,"12,232"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,39,19,Other Support (Non-Tel),4409,Expeditionary Support Equipment,A,Weapon System Cost,,"2,010",,,,,,,,
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,40,19,Other Support (Non-Tel),4625,Marine Corps Enterprise Network (MCEN),A,Weapon System Cost,,"222,358",,"268,074",,"205,710",,,,"205,710"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,41,19,Other Support (Non-Tel),4630,Common Computer Resources,A,Weapon System Cost,,"27,966",,"17,247",,"21,064",,,,"21,064"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,42,19,Other Support (Non-Tel),4631,Command Post Systems,A,Weapon System Cost,,"69,143",,"51,810",,"50,549",,,,"50,549"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,43,19,Other Support (Non-Tel),4633,Radio Systems,A,Weapon System Cost,,"512,512",,"188,927",,"209,444",,,,"209,444"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,44,19,Other Support (Non-Tel),4634,Comm Switching & Control Systems,A,Weapon System Cost,,"46,276",,"39,390",,"100,712",,,,"100,712"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,45,19,Other Support (Non-Tel),4635,Comm & Elec Infrastructure Support,A,Weapon System Cost,,"27,111",,"16,948",,"16,163",,,,"16,163"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,46,19,Other Support (Non-Tel),4645,Cyberspace Activities,A,Weapon System Cost,,"27,583",,"19,245",,"14,541",,,,"14,541"
1109N,"Procurement, Marine Corps",N,04,Communications and electronics equipment,48,19,Other Support (Non-Tel),4758,Unmanned Expeditionary Systems,A,Weapon System Cost,,"11,164",,"16,305",,,,,,
1109N,"Procurement, Marine Corps",,04,,999,99,Classified Programs,9999999999,Classified Programs,,,,"2,799",,"3,266",,"2,145",,,,"2,145"
1109N,"Procurement, Marine Corps",N,05,Support vehicles,51,01,Administrative Vehicles,5006,Commercial Cargo Vehicles,A,Weapon System Cost,,"34,169",,"26,800",,"24,699",,,,"24,699"
1109N,"Procurement, Marine Corps",N,05,Support vehicles,52,02,Tactical Vehicles,5050,Motor Transport Modifications,A,Weapon System Cost,,"14,499",,"8,654",,"16,472",,,,"16,472"
1109N,"Procurement, Marine Corps",N,05,Support vehicles,53,02,Tactical Vehicles,5095,Joint Light Tactical Vehicle,A,Weapon System Cost,396,"262,150",672,"324,058",138,"81,893",,,138,"81,893"
1109N,"Procurement, Marine Corps",N,05,Support vehicles,55,02,Tactical Vehicles,5132,Trailers,A,Weapon System Cost,,"17,034",,"24,940",,,,,,
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,58,01,Engineer and Other Equipment,6277,Tactical Fuel Systems,A,Weapon System Cost,,"12,956",,"24,837",,"33,611",,,,"33,611"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,59,01,Engineer and Other Equipment,6366,Power Equipment Assorted,A,Weapon System Cost,,"35,234",,"23,411",,"24,558",,,,"24,558"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,60,01,Engineer and Other Equipment,6518,Amphibious Support Equipment,A,Weapon System Cost,,"15,691",,"11,366",,"9,049",,,,"9,049"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,61,01,Engineer and Other Equipment,6520,EOD Systems,A,Weapon System Cost,,"44,200",,"30,166",,"21,069",,,,"21,069"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,62,02,Materials Handling Equipment,6438,Physical Security Equipment,A,Weapon System Cost,,"49,350",,"46,148",,"52,394",,,,"52,394"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,63,03,General Property,6522,Field Medical Equipment,A,Weapon System Cost,,"14,300",,"12,651",,"58,768",,,,"58,768"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,64,03,General Property,6532,Training Devices,A,Weapon System Cost,,"101,577",,"97,577",,"63,133",,,,"63,133"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,65,03,General Property,6544,Family of Construction Equipment,A,Weapon System Cost,,"32,816",,"29,168",,"33,644",,,,"33,644"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,66,03,General Property,6545,Ultra-Light Tactical Vehicle (ULTV),A,Weapon System Cost,,"13,319",,"17,954",,"7,836",,,,"7,836"
1109N,"Procurement, Marine Corps",N,06,Engineer and other equipment,67,04,Other Support,6670,Items Less Than $5 Million,A,Weapon System Cost,,"47,220",,"26,508",,"35,920",,,,"35,920"
1109N,"Procurement, Marine Corps",N,07,Spares and repair parts,70,01,Spares and Repair Parts,7000,Spares and Repair Parts,A,Weapon System Cost,,"42,657",,"28,749",,"40,828",,,,"40,828"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,1,01,Strategic Offensive,B02100,B-21 Raider,A,Weapon System Cost,,"1,915,858",,"2,586,868",,"3,311,716",,"2,099,126",,"5,410,842"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,1,01,Strategic Offensive,B02100,B-21 Raider,B,Less: Advance Procurement (PY),,"-353,165",,"-708,000",,"-721,600",,,,"-721,600"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,2,01,Strategic Offensive,B02100,B-21 Raider,C,Advance Procurement (CY),,"708,000",,"721,600",,"862,000",,,,"862,000"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,3,03,Tactical Forces,ATA000,F-35,A,Weapon System Cost,51,"5,493,772",44,"4,808,515",24,"3,965,703",,,24,"3,965,703"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,3,03,Tactical Forces,ATA000,F-35,B,Less: Advance Procurement (PY),,"-246,702",,"-318,585",,"-410,200",,,,"-410,200"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,4,03,Tactical Forces,ATA000,F-35,C,Advance Procurement (CY),,"318,585",,"482,584",,"531,241",,,,"531,241"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,7,03,Tactical Forces,F015EX,F-15EX,A,Weapon System Cost,24,"2,695,261",18,"2,036,472",,,21,"2,480,818",21,"2,480,818"
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,7,03,Tactical Forces,F015EX,F-15EX,B,Less: Advance Procurement (PY),,"-264,000",,"-228,000",,,,,,
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,8,03,Tactical Forces,F015EX,F-15EX,C,Advance Procurement (CY),,"228,000",,,,,,,,
3010F,"Aircraft Procurement, Air Force",F,01,Combat aircraft,9,03,Tactical Forces,JSE000,Joint Simulation Environment,A,Weapon System Cost,,,,,,"17,985",,,,"17,985"
3010F,"Aircraft Procurement, Air Force",F,02,Airlift aircraft,12,02,Tactical Airlift,KC046A,KC-46A MDAP,A,Weapon System Cost,15,"2,783,927",15,"2,779,618",15,"2,799,633",,,15,"2,799,633"
3010F,"Aircraft Procurement, Air Force",F,02,Airlift aircraft,13,03,Other Airlift,C130J0,C-130J,A,Weapon System Cost,8,"1,153,521",1,"414,005",,,,,,
3010F,"Aircraft Procurement, Air Force",F,03,Trainer aircraft,17,01,UPT Trainers,APT000,Advanced Pilot Training T-7A,A,Weapon System Cost,,,,"20,780",14,"362,083",,,14,"362,083"
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,19,01,Helicopters,H0106O,MH-139A,A,Weapon System Cost,7,"223,201",8,"279,095",2,"4,478",,"150,100",2,"154,578"
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,20,01,Helicopters,H060WH,Combat Rescue Helicopter,A,Weapon System Cost,10,"597,408",4,"355,185",,"107,500",,,,"107,500"
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,23,04,Mission Support Aircraft,C0400D,C-40 Fleet Expansion,A,Weapon System Cost,,,,"10,000",,,,,,
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,24,04,Mission Support Aircraft,CAPAC0,Civil Air Patrol A/C,A,Weapon System Cost,,"11,900",,"15,000",,"3,131",,,,"3,131"
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,25,05,Other Aircraft,10PALE,Pale Ale,A,Weapon System Cost,,"21,443",,,,,,,,
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,26,05,Other Aircraft,10TRGT,Target Drones,A,Weapon System Cost,20,"34,526",20,"37,581",20,"34,224",,,20,"34,224"
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,27,05,Other Aircraft,10ULTA,ULTRA,A,Weapon System Cost,,,4,"35,274",,,,,,
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,29,05,Other Aircraft,E00700,E-7,A,Weapon System Cost,,,,,,"200,000",,,,"200,000"
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,29,05,Other Aircraft,E00700,E-7,B,Less: Advance Procurement (PY),,,,,,"-200,000",,,,"-200,000"
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,30,05,Other Aircraft,E00700,E-7,C,Advance Procurement (CY),,,,"200,000",,,,,,
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,31,05,Other Aircraft,E011A1,E-11 BACN/HAG,A,Weapon System Cost,1,"67,367",,,,,,,,
3010F,"Aircraft Procurement, Air Force",F,04,Other aircraft,34,05,Other Aircraft,Q020BR,RQ-20B Puma,A,Weapon System Cost,,,6,"11,283",6,"11,437",,,6,"11,437"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,36,01,Strategic Aircraft,B00200,B-2A,A,Weapon System Cost,,"89,738",,"60,707",,"76,906",,,,"76,906"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,37,01,Strategic Aircraft,B01B00,B-1B,A,Weapon System Cost,,"9,782",,"13,406",,"73,893",,,,"73,893"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,38,01,Strategic Aircraft,B05200,B-52,A,Weapon System Cost,,"26,936",,"77,527",,"223,827",,,,"223,827"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,39,01,Strategic Aircraft,LAIRCM,Large Aircraft Infrared Countermeasures,A,Weapon System Cost,,"26,068",,"52,117",,"35,165",,,,"35,165"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,41,02,Tactical Aircraft,CCA00M,Collaborative Combat Aircraft Mods,A,Weapon System Cost,,,,,,"15,048",,,,"15,048"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,42,02,Tactical Aircraft,E011A0,E-11 BACN/HAG,A,Weapon System Cost,,"56,923",,"76,139",,"28,797",,,,"28,797"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,43,02,Tactical Aircraft,F01500,F-15,A,Weapon System Cost,,"28,580",,"39,760",,"120,044",,,,"120,044"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,44,02,Tactical Aircraft,F015EX,F-15EX,A,Weapon System Cost,,"79,800",,,,,,"286,700",,"286,700"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,45,02,Tactical Aircraft,F01600,F-16 Modifications,A,Weapon System Cost,,"250,548",,"194,805",,"448,116",,"50,000",,"498,116"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,46,02,Tactical Aircraft,F02200,F-22A,A,Weapon System Cost,,"309,679",,"818,537",,"977,526",,"100,000",,"1,077,526"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,47,02,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,,"329,387",,"394,454",,"380,337",,,,"380,337"
3010F,"Aircraft Procurement, Air Force",F,05,Modification of inservice aircraft,48,02,Tactical Aircraft,F15EWS,F-15 EPAW,A,Weapon System Cost,,"233,339",,"227,342",,"252,607",,,,"252,607"
